item_name,location,qty_available,canonical_item_name,search_query
Блок БРН,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",5,Блок БРН,Блок БРН
Выпрямитель ВУ-3Б,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Выпрямитель ВУ-3Б,Выпрямитель ВУ-3Б
Индикатор ИП-45Э,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Индикатор ИП-45Э,Индикатор ИП-45Э
Преобразователь ПТС-250-2с,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Преобразователь ПТС-250-2с,Преобразователь ПТС-250-2с
Прибор УКАМП,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Прибор УКАМП,Прибор УКАМП
Радиовысотомер А-031,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Радиовысотомер А-031,Радиовысотомер А-031
Радиокомпас АРК-15,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Радиокомпас АРК-15,Радиокомпас АРК-15
Радиостанция БАКЛАН-20,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Радиостанция БАКЛАН-20,Радиостанция БАКЛАН-20
Радиостанция МИКРОН МК-36-03,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Радиостанция МИКРОН МК-36-03,Радиостанция МИКРОН МК-36-03
Система 2ИА-7АБ,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Система 2ИА-7АБ,Система 2ИА-7АБ
Трансформатор ТС,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Трансформатор ТС,Трансформатор ТС
Блок БПБЭ 3Б,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",3,Блок БПБЭ 3Б,Блок БПБЭ 3Б
Блок реле,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",4,Блок реле,Блок реле
Измеритель температуры ИТП-1,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Измеритель температуры ИТП-1,Измеритель температуры ИТП-1
Мультиметр стрелочный,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",6,Мультиметр стрелочный,Мультиметр стрелочный
Пульт ППСС,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",1,Пульт ППСС,Пульт ППСС
СУС-86,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,СУС-86,СУС-86
Указатель УИ3 3Б,"Пулковская улица, 6а | Аудитория 1-307 Учебная аудитория для проведения занятий семинарского типа (лабораторных работ)",2,Указатель УИ3 3Б,Указатель УИ3 3Б
"Комплект учебной мебели (столы, стулья, доска) Ноутбук ASUS","Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Комплект учебной мебели,Комплект учебной мебели
Мультимедийный проектор SANYO,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Мультимедийный проектор SANYO,Мультимедийный проектор SANYO
Интерактивная доска Activeboard Promethean,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Интерактивная доска Activeboard Promethean,Интерактивная доска Activeboard Promethean
Усилитель мощности CROWN,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Усилитель мощности CROWN,Усилитель мощности CROWN
Коммутационный модуль H-23,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Коммутатор,Коммутатор
Акустическая система JBL,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Акустическая система JBL,Акустическая система JBL
Проигрыватель DVD JVC,"Пулковская улица, 6а | Аудитория 1-311 Учебная аудитория для проведения занятий лекционного типа",1,Проигрыватель DVD JVC,Проигрыватель DVD JVC
"Комплект учебной мебели (столы, стулья, доска) Рабочие места","Пулковская улица, 6а | Аудитория 1-305 Учебная аудитория для проведения занятий семинарского типа, текущего контроля и промежуточной аттестации",15,Комплект учебной мебели,Комплект учебной мебели
"Дисплей TFT (Монитор Samsung LCD 17"""" 710 N TFT)","Пулковская улица, 6а | Аудитория 1-305 Учебная аудитория для проведения занятий семинарского типа, текущего контроля и промежуточной аттестации",9,Дисплей TFT,Дисплей TFT
"Дисплей TFT (Монитор Samsung LCD 19"""" 910 N TFT)","Пулковская улица, 6а | Аудитория 1-305 Учебная аудитория для проведения занятий семинарского типа, текущего контроля и промежуточной аттестации",6,Дисплей TFT,Дисплей TFT
"Компьютер Pentium 4-2,6/INTEL","Пулковская улица, 6а | Аудитория 1-305 Учебная аудитория для проведения занятий семинарского типа, текущего контроля и промежуточной аттестации",4,"Компьютер Pentium 4-2, 6/INTEL","Компьютер Pentium 4-2, 6/INTEL"
"Компьютер Pentium 4-2,8/INTEL","Пулковская улица, 6а | Аудитория 1-305 Учебная аудитория для проведения занятий семинарского типа, текущего контроля и промежуточной аттестации",11,"Компьютер Pentium 4-2, 8/INTEL","Компьютер Pentium 4-2, 8/INTEL"
"Комплект учебной мебели (столы, стулья, доска) Ноутбук Acer","Пулковская улица, 6а | Аудитория 1-304 Учебная аудитория для проведения занятий лекционного типа (защит ВКР)",1,Комплект учебной мебели,Комплект учебной мебели
Мультимедийный проектор Panasonic,"Пулковская улица, 6а | Аудитория 1-304 Учебная аудитория для проведения занятий лекционного типа (защит ВКР)",1,Мультимедийный проектор Panasonic,Мультимедийный проектор Panasonic
Переносной экран на штативе Matte White S 200х200,"Пулковская улица, 6а | Аудитория 1-304 Учебная аудитория для проведения занятий лекционного типа (защит ВКР)",1,Переносной экран на штативе Matte White S 200х200,Переносной экран на штативе Matte White S 200х200
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-214 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6 | Аудитория 3-226 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-221 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-219 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
Авиационный тренажер для обучения техническому обслуживанию самолета А320,"Пулковская улица, 6а | Аудитория 2-206 Учебный класс авиационного тренажера MTD А330. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Авиационный тренажер для обучения техническому обслуживанию самолета А320,Авиационный тренажер для обучения техническому обслуживанию самолета А320
Принтер НР,"Пулковская улица, 6а | Аудитория 2-206 Учебный класс авиационного тренажера MTD А330. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Принтер НР,Принтер НР
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-116 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-116 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",10,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-116 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",10,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",10,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-115 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-108 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-108 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",12,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-108 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ, текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-109 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-109 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",12,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-109 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-107 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-107 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",11,ПК,ПК
"Программное обеспечение: Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 2-107 Учебная аудитория для проведения занятий семинарского типа, практических занятий, лабораторных работ , текущего контроля и промежуточной аттестации",,Программное обеспечение: Microsoft,Программное обеспечение: Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-101 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 2-101 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",1,ПК,ПК
Проектор,"Пулковская улица, 6а | Аудитория 2-101 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",1,Мультимедийный проектор,Мультимедийный проектор
Экран,"Пулковская улица, 6а | Аудитория 2-101 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",1,Экран,Экран
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 2-102 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК 1-шт,"Пулковская улица, 6а | Аудитория 2-102 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,ПК 1-шт,ПК 1-шт
Проектор,"Пулковская улица, 6а | Аудитория 2-102 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",1,Мультимедийный проектор,Мультимедийный проектор
Экран,"Пулковская улица, 6а | Аудитория 2-102 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",1,Экран,Экран
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-315 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-312 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-308 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-217 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-216 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-215 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-210 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-207 Учебная аудитория для проведения занятий семинарского типа, практических занятий,текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-206 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 1-206 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,ПК,ПК
Проектор,"Пулковская улица, 6а | Аудитория 1-206 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,Мультимедийный проектор,Мультимедийный проектор
"Экран . Программное обеспечение : пакет программ Microsoft (ОС семейства Windows, пакеты приложений Microsoft Office)","Пулковская улица, 6а | Аудитория 1-206 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,Экран. Программное обеспечение : пакет программ Microsoft,Экран. Программное обеспечение : пакет программ Microsoft
"""Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-205 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
ПК,"Пулковская улица, 6а | Аудитория 1-205 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,ПК,ПК
Проектор,"Пулковская улица, 6а | Аудитория 1-205 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,Мультимедийный проектор,Мультимедийный проектор
Экран . Программное обеспечение : пакет программ Microsoft,"Пулковская улица, 6а | Аудитория 1-205 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",1,Экран. Программное обеспечение : пакет программ Microsoft,Экран. Программное обеспечение : пакет программ Microsoft
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-204 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-203 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-202 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-203 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6а | Аудитория 1-202 Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска) Экран к проектору 180*180 на треноге 10603086","Пулковская улица, 6 | Аудитория 3-302, Учебная аудитория для проведения практический занятий, лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Комплект учебной мебели,Комплект учебной мебели
Плоттер HP DESIGNJET T525,"Пулковская улица, 6 | Аудитория 3-302, Учебная аудитория для проведения практический занятий, лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Плоттер HP DESIGNJET T525,Плоттер HP DESIGNJET T525
Рабочая станция АРМ ITP BUSINESS тип 2,"Пулковская улица, 6 | Аудитория 3-302, Учебная аудитория для проведения практический занятий, лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",5,Рабочая станция АРМ ITP BUSINESS тип 2,Рабочая станция АРМ ITP BUSINESS тип 2
Рабочая станция Тип 2 HP 260 G2 2VR73ES,"Пулковская улица, 6 | Аудитория 3-302, Учебная аудитория для проведения практический занятий, лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",7,Рабочая станция Тип 2 HP 260 G2 2VR73ES,Рабочая станция Тип 2 HP 260 G2 2VR73ES
"Комплект учебной мебели (столы, стулья, доска) Экран к проектору 180*180 на треноге 10603086","Пулковская улица, 6 | Аудитория 3-301, Учебная аудитория для проведения лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Комплект учебной мебели,Комплект учебной мебели
Плоттер HP DESIGNJET T525,"Пулковская улица, 6 | Аудитория 3-301, Учебная аудитория для проведения лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Плоттер HP DESIGNJET T525,Плоттер HP DESIGNJET T525
Рабочая станция АРМ ITP BUSINESS тип 2,"Пулковская улица, 6 | Аудитория 3-301, Учебная аудитория для проведения лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",5,Рабочая станция АРМ ITP BUSINESS тип 2,Рабочая станция АРМ ITP BUSINESS тип 2
Рабочая станция Тип 2 HP 260 G2 2VR73ES,"Пулковская улица, 6 | Аудитория 3-301, Учебная аудитория для проведения лабораторных занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",7,Рабочая станция Тип 2 HP 260 G2 2VR73ES,Рабочая станция Тип 2 HP 260 G2 2VR73ES
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","Пулковская улица, 6 | Аудитория 3-208, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251"
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","Пулковская улица, 6 | Аудитория 3-208, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922"
Доска аудиторная поворотная ДП-12 (150*100) 10603731,"Пулковская улица, 6 | Аудитория 3-208, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Доска аудиторная поворотная ДП-12  10603731,Доска аудиторная поворотная ДП-12  10603731
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","Пулковская улица, 6 | Аудитория 3-207, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251"
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","Пулковская улица, 6 | Аудитория 3-207, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922"
Доска аудиторная поворотная ДП-12 (150*100) 10603731,"Пулковская улица, 6 | Аудитория 3-207, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Доска аудиторная поворотная ДП-12  10603731,Доска аудиторная поворотная ДП-12  10603731
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","Пулковская улица, 6 | Аудитория 3-205, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 30600251"
"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","Пулковская улица, 6 | Аудитория 3-205, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,"ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922","ТРЕНАЖЕР ""СИНТЕЗ-ТЦ"" 210126004922"
Доска аудиторная поворотная ДП-12 (150*100) 10603731,"Пулковская улица, 6 | Аудитория 3-205, Учебная аудитория для проведения занятий семинарского типа, практических занятий, текущего контроля и промежуточной аттестации, Учебно-тренажерный центр",1,Доска аудиторная поворотная ДП-12  10603731,Доска аудиторная поворотная ДП-12  10603731
Конструктив преподавателя Teacher Desk 330.01HD,"Пулковская улица, 6а | Аудитория 1-213 Аудитория для проведения практических занятий",,Конструктив преподавателя Teacher Desk 330. 01HD,Конструктив преподавателя Teacher Desk 330. 01HD
