item_name,location,qty_available,canonical_item_name,search_query
"Комплект учебной мебели (столы, стулья, доска)","Кронштадтский бульвар, 20 | Аудитория Б-507 Учебная аудитория для проведения занятия семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
Тренажер полноразмерной имитации кабины самолета А320,"Кронштадтский бульвар, 20 | Аудитория 405В. Процедурные тренажеры MFTD Airbus A320/Boeing 737NG. Для проведения практических занятий.",1,Тренажер полноразмерной имитации кабины самолета А320,Тренажер полноразмерной имитации кабины самолета А320
Авиационный тренажер для обучения техническому обслуживанию самолета B737,"Кронштадтский бульвар, 20 | Аудитория 404В. Учебный класс авиационного тренажера MTD Boeing 737NG. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Авиационный тренажер для обучения техническому обслуживанию самолета B737,Авиационный тренажер для обучения техническому обслуживанию самолета B737
Авиационный тренажер для обучения техническому обслуживанию самолета B737,"Кронштадтский бульвар, 20 | Аудитория 401В. Учебный класс авиационного тренажера MTD Boeing 737NG. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Авиационный тренажер для обучения техническому обслуживанию самолета B737,Авиационный тренажер для обучения техническому обслуживанию самолета B737
Авиационный тренажер для обучения техническому обслуживанию самолета А320,"Кронштадтский бульвар, 20 | Аудитория 402В. Учебный класс авиационного тренажера MTD А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Авиационный тренажер для обучения техническому обслуживанию самолета А320,Авиационный тренажер для обучения техническому обслуживанию самолета А320
Принтер НР,"Кронштадтский бульвар, 20 | Аудитория 402В. Учебный класс авиационного тренажера MTD А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Принтер НР,Принтер НР
Авиационный тренажер для обучения техническому обслуживанию самолета А320,"Кронштадтский бульвар, 20 | Аудитория 403В. Учебный класс авиационного тренажера А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Авиационный тренажер для обучения техническому обслуживанию самолета А320,Авиационный тренажер для обучения техническому обслуживанию самолета А320
Принтер НР,"Кронштадтский бульвар, 20 | Аудитория 403В. Учебный класс авиационного тренажера А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",1,Принтер НР,Принтер НР
Проектор EPSON,"Кронштадтский бульвар, 20 | Аудитория 403В. Учебный класс авиационного тренажера А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",2,Мультимедийный проектор Epson,Мультимедийный проектор Epson
Полотно для проектора,"Кронштадтский бульвар, 20 | Аудитория 403В. Учебный класс авиационного тренажера А320. Для проведения практических занятий, текущего контроля и промежуточной аттестации.",2,Полотно для проектора,Полотно для проектора
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-220 Учебная аудитория для проведения практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-216 Учебная аудитория для проведения практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-209 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-208 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-207 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-206 Учебная аудитория для проведения практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-203 Учебная аудитория для проведения практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-204 Учебная аудитория для проведения практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-112 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-102 Учебная аудитория для проведения занятий лекционного типа, практических занятий, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-316, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля Учебно-лабораторный комплекс",,Комплект учебной мебели,Комплект учебной мебели
рабочая станция CORE2 QUAD,"Пулковская улица, 10 | Аудитория 5-316, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля Учебно-лабораторный комплекс",6,рабочая станция CORE2 QUAD,рабочая станция CORE2 QUAD
Комплекс интерактивный SMART BOARD SBD685,"Пулковская улица, 10 | Аудитория 5-316, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля Учебно-лабораторный комплекс",1,Комплекс интерактивный SMART BOARD SBD685,Комплекс интерактивный SMART BOARD SBD685
Документ-камера,"Пулковская улица, 10 | Аудитория 5-316, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля Учебно-лабораторный комплекс",1,Документ-камера,Документ-камера
Компьютер преподавателя (ноутбук) Asus,"Пулковская улица, 10 | Аудитория 5-316, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля Учебно-лабораторный комплекс",1,Компьютер преподавателя,Компьютер преподавателя
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-315, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля , Лаборатория численного моделирования",,Комплект учебной мебели,Комплект учебной мебели
Рабочая станция CORE2 6550,"Пулковская улица, 10 | Аудитория 5-315, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля , Лаборатория численного моделирования",,Рабочая станция CORE2 6550,Рабочая станция CORE2 6550
в т. ч: сист. бл. CORE2 6550/FAN/ASUS,"Пулковская улица, 10 | Аудитория 5-315, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля , Лаборатория численного моделирования",,в т. ч: сист. бл. CORE2 6550/FAN/ASUS,в т. ч: сист. бл. CORE2 6550/FAN/ASUS
"МОНИТОР19"" TFT","Пулковская улица, 10 | Аудитория 5-315, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля , Лаборатория численного моделирования",5,"МОНИТОР19"" TFT","МОНИТОР19"" TFT"
Рабочая станция. ПЭВМ Pentium 4,"Пулковская улица, 10 | Аудитория 5-315, Учебная аудитория для проведения занятия лекционного типа, семинарского типа, текущего контроля , Лаборатория численного моделирования",6,Рабочая станция. ПЭВМ Pentium 4,Рабочая станция. ПЭВМ Pentium 4
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-303, Учебная аудитория для проведения лабораторных занятий",,Комплект учебной мебели,Комплект учебной мебели
"Рабочая станция тип 2 НР 260 G2 2VR73ES,:","Пулковская улица, 10 | Аудитория 5-303, Учебная аудитория для проведения лабораторных занятий",8,"Рабочая станция тип 2 НР 260 G2 2VR73ES, :","Рабочая станция тип 2 НР 260 G2 2VR73ES, :"
"Комплект учебной мебели (столы, стулья, шкафы)","Пулковская улица, 10 | Аудитория 5-415 Учебная аудитория для проведения практических работ",,Комплект учебной мебели,Комплект учебной мебели
ПЭВМ PENTIUM-4,"Пулковская улица, 10 | Аудитория 5-415 Учебная аудитория для проведения практических работ",8,ПЭВМ PENTIUM-4,ПЭВМ PENTIUM-4
"вольтметр В7-65,817","Пулковская улица, 10 | Аудитория 5-415 Учебная аудитория для проведения практических работ",,"вольтметр В7-65, 817","вольтметр В7-65, 817"
"осциллограф С9-14,190276","Пулковская улица, 10 | Аудитория 5-415 Учебная аудитория для проведения практических работ",,"осциллограф С9-14, 190276","осциллограф С9-14, 190276"
паяльник с припоем DIGITAL 2000A,"Пулковская улица, 10 | Аудитория 5-415 Учебная аудитория для проведения практических работ",,паяльник с припоем DIGITAL 2000A,паяльник с припоем DIGITAL 2000A
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-410 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
экран на штативе SCREENMEDIA APOLLO T 180Х180см,"Пулковская улица, 10 | Аудитория 5-410 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,экран на штативе SCREENMEDIA APOLLO T 180Х180см,экран на штативе SCREENMEDIA APOLLO T 180Х180см
коммутатор 3COM BASELINE SWITCH 2824,"Пулковская улица, 10 | Аудитория 5-410 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Коммутатор,Коммутатор
кондиционер WSH 127 BE/WRH 127 BE,"Пулковская улица, 10 | Аудитория 5-410 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,кондиционер WSH 127 BE/WRH 127 BE,кондиционер WSH 127 BE/WRH 127 BE
рабочая станция,"Пулковская улица, 10 | Аудитория 5-410 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",12,рабочая станция,рабочая станция
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-409 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
"панель интерактивнаяIDB LCD i70""","Пулковская улица, 10 | Аудитория 5-409 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,"панель интерактивнаяIDB LCD i70""","панель интерактивнаяIDB LCD i70"""
рабочая станция CORE i5-2300,"Пулковская улица, 10 | Аудитория 5-409 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",2,рабочая станция CORE i5-2300,рабочая станция CORE i5-2300
рабочая станция WSI SOLO,"Пулковская улица, 10 | Аудитория 5-409 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",10,рабочая станция WSI SOLO,рабочая станция WSI SOLO
стенд лабораторный схемотехника NI ELVIS 2+,"Пулковская улица, 10 | Аудитория 5-409 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",10,стенд лабораторный схемотехника NI ELVIS 2+,стенд лабораторный схемотехника NI ELVIS 2+
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-405 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
экран настенный PRAPER LUMA,"Пулковская улица, 10 | Аудитория 5-405 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,экран настенный PRAPER LUMA,экран настенный PRAPER LUMA
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-403 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
рабочая станция тип 2 HP 260 G2 2VR73ES,"Пулковская улица, 10 | Аудитория 5-403 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",10,рабочая станция тип 2 HP 260 G2 2VR73ES,рабочая станция тип 2 HP 260 G2 2VR73ES
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Комплект учебной мебели,Комплект учебной мебели
кондиционер WSH 127 BE/WRH 127 BE,"Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,кондиционер WSH 127 BE/WRH 127 BE,кондиционер WSH 127 BE/WRH 127 BE
маршрутизатор CISCO10/1000SE,"Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",2,Маршрутизатор,Маршрутизатор
ПЭВМ PENTIUM-4,"Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",13,ПЭВМ PENTIUM-4,ПЭВМ PENTIUM-4
"сервер Альтаир MULTISM252/2*XEON2400/512+FAN/MB INTEL SE7501HG2/2*512M PC2100...,1031019","Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Сервер учебный,Сервер учебный
сервер HP PROLIANT ML,"Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,Сервер учебный,Сервер учебный
шкаф телекоммуникационный напольный 42U,"Пулковская улица, 10 | Аудитория 5-402 Учебная аудитория для проведения занятий лекционного типа, семинарского типа, текущего контроля и промежуточной аттестации",,шкаф телекоммуникационный напольный 42U,шкаф телекоммуникационный напольный 42U
Мультимедийный видеопроектор,"Пулковская улица, 10 | Аудитория 5-311, Учебная аудитория для проведения практических занятий и лабораторных работ",,Мультимедийный проектор,Мультимедийный проектор
экран,"Пулковская улица, 10 | Аудитория 5-311, Учебная аудитория для проведения практических занятий и лабораторных работ",1,экран,экран
ПК,"Пулковская улица, 10 | Аудитория 5-311, Учебная аудитория для проведения практических занятий и лабораторных работ",10,ПК,ПК
Лабораторная приставка NI ELVIS II,"Пулковская улица, 10 | Аудитория 5-311, Учебная аудитория для проведения практических занятий и лабораторных работ",,Лабораторная приставка NI ELVIS II,Лабораторная приставка NI ELVIS II
Контрольно-измерительная аппаратура общего применения: Компьютер,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",2,Контрольно-измерительная аппаратура общего применения: Компьютер,Контрольно-измерительная аппаратура общего применения: Компьютер
видеопроектор,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,Мультимедийный проектор,Мультимедийный проектор
экран,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,экран,экран
генератор низкой и высокой частоты,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,генератор низкой и высокой частоты,генератор низкой и высокой частоты
импульсные генераторы,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,импульсные генераторы,импульсные генераторы
генератор шума,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,генератор шума,генератор шума
вольтметры,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,вольтметры,вольтметры
осциллографы,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,осциллографы,осциллографы
фазометры,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,фазометры,фазометры
частотомеры измерители параметров элементов электрических цепей,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,частотомеры измерители параметров элементов электрических цепей,частотомеры измерители параметров элементов электрических цепей
спектроанализаторы,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,спектроанализаторы,спектроанализаторы
прибор для исследования корреляционных характеристик,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,прибор для исследования корреляционных характеристик,прибор для исследования корреляционных характеристик
телефонный скремблер «ГРОТ»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"телефонный скремблер ""ГРОТ""","телефонный скремблер ""ГРОТ"""
аппаратура защиты телефонных переговоров СКР-511 «Референт»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"аппаратура защиты телефонных переговоров СКР-511 ""Референт""","аппаратура защиты телефонных переговоров СКР-511 ""Референт"""
прибор «PROTECT 1203»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"прибор ""PROTECT 1203""","прибор ""PROTECT 1203"""
генератор шума ГШ-501,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,генератор шума ГШ-501,генератор шума ГШ-501
прибор D008,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,прибор D008,прибор D008
прибор ST031P,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,прибор ST031P,прибор ST031P
генератор WNG023,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,генератор WNG023,генератор WNG023
помехоподавляющий фильтр ФАЗА 1-10,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,помехоподавляющий фильтр ФАЗА 1-10,помехоподавляющий фильтр ФАЗА 1-10
программно-аппаратный комплекс «СПРУТ-МИНИ»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"программно-аппаратный комплекс ""СПРУТ-МИНИ""","программно-аппаратный комплекс ""СПРУТ-МИНИ"""
программно-аппаратный комплекс «НАВИГАТОР-П3Г»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"программно-аппаратный комплекс ""НАВИГАТОР-П3Г""","программно-аппаратный комплекс ""НАВИГАТОР-П3Г"""
генератор шума «СОНАТА-С1»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"генератор шума ""СОНАТА-С1""","генератор шума ""СОНАТА-С1"""
генератор шума ANG-2200,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,генератор шума ANG-2200,генератор шума ANG-2200
устройство защиты телефонных линий «ПРОКРУСТ-2000»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"устройство защиты телефонных линий ""ПРОКРУСТ-2000""","устройство защиты телефонных линий ""ПРОКРУСТ-2000"""
прибор MFP-8000,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,прибор MFP-8000,прибор MFP-8000
блокиратор сотовых телефонов «ЗАВЕСА»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"блокиратор сотовых телефонов ""ЗАВЕСА""","блокиратор сотовых телефонов ""ЗАВЕСА"""
нелинейный радиолокатор «МАСТЕР»,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,"нелинейный радиолокатор ""МАСТЕР""","нелинейный радиолокатор ""МАСТЕР"""
сканирующий радиоприемник AR 8200,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,сканирующий радиоприемник AR 8200,сканирующий радиоприемник AR 8200
диктофон OLYMPUS,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,диктофон OLYMPUS,диктофон OLYMPUS
металлоискатель SPHINX,"Пулковская улица, 10 | Аудитория 5-309, Учебная аудитория для проведения занятий лекционного типа, практических занятий и лабораторных работ",,металлоискатель SPHINX,металлоискатель SPHINX
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",,Комплект учебной мебели,Комплект учебной мебели
Мультимедийный проектор,"Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",1,Мультимедийный проектор,Мультимедийный проектор
Дисплей TFT (Монитор LG),"Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",1,Дисплей TFT,Дисплей TFT
Компьютер ASER VERITOП,"Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",11,Компьютер ASER VERITOП,Компьютер ASER VERITOП
Принтер НР,"Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",1,Принтер НР,Принтер НР
Интерактивная доска Activeboard Promethean. Рабочие места,"Пулковская улица, 10 | Аудитория 5-308, Учебная аудитория для проведения практических занятий и лабораторных работ",11,Интерактивная доска Activeboard Promethean. Рабочие места,Интерактивная доска Activeboard Promethean. Рабочие места
Лабораторный стенд «Криптографические системы»,"Пулковская улица, 10 | Аудитория 5-307, Учебная аудитория для проведения практических занятий и лабораторных работ",,"Лабораторный стенд ""Криптографические системы""","Лабораторный стенд ""Криптографические системы"""
мультимедийный видеопроектор,"Пулковская улица, 10 | Аудитория 5-307, Учебная аудитория для проведения практических занятий и лабораторных работ",,Мультимедийный проектор,Мультимедийный проектор
экран. Столы,"Пулковская улица, 10 | Аудитория 5-307, Учебная аудитория для проведения практических занятий и лабораторных работ",,экран. Столы,экран. Столы
стулья,"Пулковская улица, 10 | Аудитория 5-307, Учебная аудитория для проведения практических занятий и лабораторных работ",,стулья,стулья
"Комплект учебной мебели (столы, стулья, доска)","Пулковская улица, 6 | Аудитория 3-115 Учебная аудитория для проведения занятия лабораторного типа",,Комплект учебной мебели,Комплект учебной мебели
Стенд И-11,"Пулковская улица, 6 | Аудитория 3-115 Учебная аудитория для проведения занятия лабораторного типа",1,Стенд И-11,Стенд И-11
Установка лабораторная для исследования регулировки скорости двигателя,"Пулковская улица, 6 | Аудитория 3-115 Учебная аудитория для проведения занятия лабораторного типа",1,Установка лабораторная для исследования регулировки скорости двигателя,Установка лабораторная для исследования регулировки скорости двигателя
Установка ППУ-2,"Пулковская улица, 6 | Аудитория 3-115 Учебная аудитория для проведения занятия лабораторного типа",1,Установка ППУ-2,Установка ППУ-2
Установка проверки закрылков ПП-СЭУ-3,"Пулковская улица, 6 | Аудитория 3-115 Учебная аудитория для проведения занятия лабораторного типа",1,Установка проверки закрылков ПП-СЭУ-3,Установка проверки закрылков ПП-СЭУ-3
